0.995429 0.000238296
0.990339 0.000921394
0.985729 0.000662619
0.981577 0.000466025
0.977126 0.000293584
0.972794 0.00107655
0.969042 0.000844275
0.96481 0.00061617
0.961018 0.000442196
0.957186 0.000295641
0.953154 0.000173192
0.949102 8.29255e-05
0.94517 2.67521e-05
0.941437 2.06739e-06
0.938064 3.75234e-06
0.934431 3.10432e-05
0.931038 0.000121957
0.927465 0.000755084
0.924311 0.000591634
0.921557 0.000465164
0.918503 0.000342703
0.915409 0.00023768
0.912415 0.00015429
0.909521 9.07392e-05
0.906667 4.44888e-05
0.903293 1.08574e-05
0.900419 1.75872e-07
0.897904 4.3968e-06
0.89499 2.5125e-05
0.891597 7.06842e-05
0.888283 6.86838e-05
0.885888 3.47058e-05
0.883733 1.39457e-05
0.880719 5.16848e-07
0.878523 2.18384e-06
0.876108 0.00025972
0.874052 0.000197653
0.871038 0.000121957
0.868683 0.000128211
0.866487 0.000182783
0.864192 0.000250155
0.861657 0.000336813
0.859062 0.000438843
0.857445 0.00181273
0.85485 0.00204053
0.852575 0.00225139
0.849741 0.00252854
0.847166 0.00279426
0.845409 0.00119772
0.843353 0.00027739
0.840938 0.000363718
0.839341 0.000427208
0.837445 0.000509231
0.835689 1.86065e-05
0.833573 4.13495e-05
0.831776 6.76944e-05
0.830279 9.45837e-05
0.828862 0.000124173
0.827445 0.000157783
0.826387 0.000185493
0.825369 0.000214272
0.823573 0.000270121
0.821756 0.000333158
0.820419 0.000383792
0.818383 0.000467751
0.817345 0.000513748
0.815868 1.70883e-05
0.814152 3.42368e-05
0.812814 5.16848e-05
0.811936 6.5091e-05
0.80996 0.000100901
0.808523 7.27133e-05
0.806527 4.26436e-05
0.805489 3.01595e-05
0.804192 1.75872e-05
0.802695 7.26818e-06
0.801297 0.000454033
0.799401 0.000376782
0.797545 0.000308131
0.795808 1.75872e-05
0.79485 2.65459e-05
0.794012 3.58923e-05
0.792715 5.31305e-05
0.791397 7.4082e-05
0.7899 0.000102108
0.787944 0.00014549
0.786208 0.00114307
0.78479 0.00124095
0.783553 0.00132972
0.782056 0.000322313
0.780559 0.000378335
0.77984 0.000406819
0.778683 1.73718e-06
0.777405 6.73977e-06
0.776367 1.32099e-05
0.77485 2.65459e-05
0.773513 0.000182783
0.772874 0.000165912
0.771238 0.000126408
0.769701 9.41956e-05
0.768882 7.89729e-05
0.768004 6.41279e-05
0.766687 4.47556e-05
0.76509 0.000222536
0.763972 1.5793e-05
0.762635 6.94874e-06
0.761397 1.95413e-06
0.760319 0.000387714
0.759381 0.000425558
0.758583 0.000459153
0.757585 0.000502942
0.756866 0.000535704
0.755828 1.74201e-05
0.754651 2.86436e-05
0.753613 0.000185493
0.752854 0.000165398
0.752056 0.00014549
0.751557 7.13574e-05
0.75012 9.77167e-05
0.749122 0.000118454
0.747645 0.000152806
0.746986 0.000169533
0.745928 0.000198215
0.74487 0.00123533
0.743613 0.00132535
0.743273 0.00322112
0.742615 0.00329635
0.741597 0.00147628
0.740499 0.00156189
0.739222 0.000432175
0.738762 0.000451483
0.738363 0.000468616
0.737305 0.00051556
0.736687 0.000544056
0.735988 0.000577151
0.73487 0.000632135
0.73493 0.000629126
0.733812 0.000686477
0.733273 0.000715022
0.732455 0.00075948
0.731238 0.000828106
0.72998 0.000902098
0.729481 0.000932338
0.728762 0.000976758
0.727385 0.00277108
0.725749 0.00294617
0.72489 0.00304012
0.724691 0.00306218
0.723713 0.00317144
0.722715 0.00139159
0.721936 0.000326629
0.721517 0.000341964
0.721417 2.01036e-06
0.71976 0.000390867
0.718902 1.20638e-06
0.718683 1.73718e-06
0.718044 3.8301e-06
0.717445 6.53398e-06
0.716786 0.000282066
0.716088 0.000259077
0.715309 0.000234611
0.714331 0.000205592
0.713912 0.000193742
0.713772 0.00018987
0.712914 0.000166942
0.711457 0.000131396
0.710579 0.000112024
0.709321 8.69745e-05
0.708383 7.03488e-05
0.707445 5.5485e-05
0.707226 5.22607e-05
0.706806 0.000174245
0.706587 0.000180093
0.705908 0.000198778
0.70525 0.0012088
0.704132 0.00128782
0.703772 0.00131375
